name,brand,image_url,gender,notes,emotion_tags,season_tags,time_tags,brand_tag,mood,activity,weather
Oud Alif Fragrance Concentr??e,Shay & Blue,https://static.luckyscent.com/images/products/70407.jpg?width=400&404=product.png,men,"chocolat noir, leather, oud, patchouli, saffron",sensual,fall,night,Shay & Blue,romantic,date,any
Honey Aoud Eau de Parfum,Montale,https://static.luckyscent.com/images/products/35473.jpg?width=400&404=product.png,women,"amber, cinnamon, flowers, honey, leather, oud, patchouli, vanilla",sensual,fall,night,Montale,romantic,date,cold
Fleur de Portofino Eau de Parfum,TOM FORD Private Blend,https://static.luckyscent.com/images/products/63540.jpg?width=400&404=product.png,women,"acacia honey, ambrette seed click here for ingredients close fleur de portofino by tom ford private blend ingredients please be aware that ingredient lists may change or vary from time to time  please refer to the ingredient list on the product package you receive for the most up to date list of ingredients, bergamot, bitter orange leaf, cistus absolute, civet, jasmine, magnolia, moroccan rose, orange blossom, sicilian lemon, syringa, tangerine, tolu, vanilla, white acacia",sensual,summer,day,TOM FORD Private Blend,romantic,casual,cold
Habdan Eau de Parfum,Parfums de Marly,https://static.luckyscent.com/images/products/70010.jpg?width=400&404=product.png,unisex,"agarwood, amber, apple, frankincense, maltol, opoponax, rose, saffron",sensual,summer,night,Parfums de Marly,romantic,date,cold
Oajan Eau de Parfum,Parfums de Marly,https://static.luckyscent.com/images/products/70011.jpg?width=400&404=product.png,unisex,"amber, benzoin, cinnamon, davana, honey, labdanum, musk, osmanthus, patchouli, tonka bean, vanilla",sensual,fall,night,Parfums de Marly,romantic,date,cold
Meliora Eau de Parfum,Parfums de Marly,https://static.luckyscent.com/images/products/70012.jpg?width=400&404=product.png,women,"blackcurrant, lily, musk, raspberry, red fruits, rose, vanilla, woods, ylang",sensual,summer,night,Parfums de Marly,romantic,date,cold
Safanad Eau de Parfum,Parfums de Marly,https://static.luckyscent.com/images/products/70013.jpg?width=400&404=product.png,unisex,"amber, orange, orange blossom, orris, pear, sandalwood, vanilla, ylang",sensual,fall,night,Parfums de Marly,romantic,date,cold
Galloway Eau de Parfum,Parfums de Marly,https://static.luckyscent.com/images/products/70008.jpg?width=400&404=product.png,unisex,"amber, hesperides, iris, musk, orange blossom, pepper",sensual,fall,night,Parfums de Marly,romantic,date,cold
Essential 13 Sample Pack - Feminine,Luckyscent Sample Packs,https://static.luckyscent.com/images/products/322201.jpg?width=400&404=product.png,unisex,,sensual,fall,night,Luckyscent Sample Packs,romantic,casual,any
Godolphin Eau de Parfum,Parfums de Marly,https://static.luckyscent.com/images/products/70004.jpg?width=400&404=product.png,unisex,"amber, aromatic notes, cypress, fruit notes, green notes, jasmine, mate, orris, rose, saffron, spices, thyme, vetiver, white cedar",sensual,spring,day,Parfums de Marly,romantic,date,cold
Herod Eau de Parfum,Parfums de Marly,https://static.luckyscent.com/images/products/70006.jpg?width=400&404=product.png,unisex,"cedar, cinnamon, cistus, frankincense, musk, osmanthus, patchouli, pepperwood, tobacco leaves, vanilla, vetiver",sensual,fall,night,Parfums de Marly,romantic,date,cold
Centrepiece Eau de Parfum,4160 Tuesdays,https://static.luckyscent.com/images/products/64615.jpg?width=400&404=product.png,unisex,"cedar, frangipani, green tea, honey, musk, vanilla",sensual,spring,day,4160 Tuesdays,romantic,date,cold
Pegasus Eau de Parfum,Parfums de Marly,https://static.luckyscent.com/images/products/70005.jpg?width=400&404=product.png,unisex,"almond, amber, bergamot, heliotrope, sandalwood, spice, vanilla",sensual,fall,day,Parfums de Marly,romantic,date,cold
Ilha do Mel Eau de Parfum,MEMO,https://static.luckyscent.com/images/products/69112.jpg?width=400&404=product.png,women,"broom flower absolute, gardenia accord, hyacinth accord, iris concrete, jasmine, musk, oil of juniper, oil of mandarin, oil of vanilla, orange blossom absolute, vetiver",sensual,summer,night,MEMO,romantic,date,cold
Cedrat Boise Eau de Parfum,Mancera,https://static.luckyscent.com/images/products/64923.jpg?width=400&404=product.png,unisex,"aquatic jasmine, bergamot, blackcurrant, cedar, cold spices, fruit basket, leather, lemon, moss, musk, patchouli, sandalwood, vanilla",sensual,summer,day,Mancera,romantic,date,cold
Wild Rose Aoud Eau de Parfum,Mancera,https://static.luckyscent.com/images/products/64909.jpg?width=400&404=product.png,unisex,"amber, bergamot, jasmine, lemon, musk, oud, patchouli, rose, sandalwood, vanilla",sensual,summer,day,Mancera,romantic,date,cold
Lemon Line Eau de Parfum,Mancera,https://static.luckyscent.com/images/products/64913.jpg?width=400&404=product.png,unisex,"amber, geranium, lavender, musk, oakmoss, orange, sparkling lemon, white flowers",sensual,summer,night,Mancera,romantic,date,cold
1888 Eau de Parfum,Xerjoff - Casamorati,https://static.luckyscent.com/images/products/67410.jpg?width=400&404=product.png,unisex,"amber, cloves, coriander, green pepper, indonesian ylang ylang, iranian saffron, moroccan neroli, mysore sandalwood, patchouly, rose from grasse, russian birch tree",sensual,spring,day,Xerjoff - Casamorati,romantic,date,cold
Mefisto Eau de Parfum,Xerjoff - Casamorati,https://static.luckyscent.com/images/products/67407.jpg?width=400&404=product.png,unisex,"bergamot, calabrian lemon, cedar, damascene rose, florence iris, fresh citrus, grapefruit, haiti vetiver, lavender flowers, musks, neroli, vanilla bourbon, white flowers",sensual,spring,day,Xerjoff - Casamorati,romantic,date,cold
Fiero Eau de Parfum,Xerjoff - Casamorati,https://static.luckyscent.com/images/products/67408.jpg?width=400&404=product.png,unisex,"bergamot, blood orange, calabrian lemon, coumarin, estragon, lavender flowers, lemongrass, mint, mysore sandalwood, neroli, nutmeg, patchouli, thyme, vetiver",sensual,spring,day,Xerjoff - Casamorati,romantic,casual,hot
Regio Eau de Parfum,Xerjoff - Casamorati,https://static.luckyscent.com/images/products/67409.jpg?width=400&404=product.png,women,"ambrette seeds, bergamot, cloves, damascan plum, damascan rose, geranium bourbon, grapefruit, guatemalan cardamom, lavender flowers, lemon flowers, musk, patchouli, vanilla beans from zanzibar, ylang ylang",sensual,summer,day,Xerjoff - Casamorati,romantic,date,cold
Amber & Roses Eau de Parfum,Mancera,https://static.luckyscent.com/images/products/64900.jpg?width=400&404=product.png,unisex,"amber, jasmine, labdanum, musk, rose, sicilian lemon",sensual,summer,night,Mancera,romantic,date,cold
1861 - Zefiro Eau de Parfum,Xerjoff,https://static.luckyscent.com/images/products/51140.jpg?width=400&404=product.png,men,"agarwood, amber, bergamot, cardamom, carnation, cinnamon, davana, frankincense, honey, iris, resins, wine",sensual,fall,day,Xerjoff,romantic,date,cold
1861 - Naxos Eau de Parfum,Xerjoff,https://static.luckyscent.com/images/products/51141.jpg?width=400&404=product.png,unisex,"bergamot, cashmeran, cinnamon, honey, jasmine, lavender, lemon, tobacco, tonka bean, vanilla",sensual,summer,day,Xerjoff,romantic,casual,cold
White Parfum Extrait,Puredistance,https://static.luckyscent.com/images/products/53021.jpg?width=400&404=product.png,women,"bergamot, musk, orris absolute, patchouli, rose, sandalwood, tonka bean, vetyver",sensual,summer,day,Puredistance,romantic,date,cold
Cio Cio San Eau de Parfum,Parfums MDCI,https://static.luckyscent.com/images/products/36518.jpg?width=400&404=product.png,unisex,"cedar, cherry blossom, gaiac, ginger, grapefruit, lemon, limette, lychee, musk, oolong tea, peony, yuzu",sensual,spring,night,Parfums MDCI,romantic,date,hot
Orangea Eau de Parfum,Profumum,https://static.luckyscent.com/images/products/33940.jpg?width=400&404=product.png,men,"bergamot, cedar leaves, mint, petitgrain",energetic,spring,day,Profumum,fresh,casual,hot
Oud Satin Mood Eau de Parfum,Maison Francis Kurkdjian,https://static.luckyscent.com/images/products/49840.jpg?width=400&404=product.png,women,"agarwood, benzoin, bulgarian rose, rose, violet and vanilla",sensual,summer,night,Maison Francis Kurkdjian,romantic,casual,cold
Grisette Eau de Parfum,Lubin,https://static.luckyscent.com/images/products/31221.jpg?width=400&404=product.png,unisex,"amber, bergamot, cedar, citrus, grapefruit, incense, iris concrete, madagascan vanilla absolute, musk, rose concrete",sensual,spring,day,Lubin,romantic,date,cold
Sombres Dessins,Jovoy Paris,https://static.luckyscent.com/images/products/61612.jpg?width=400&404=product.png,women,"italian bergamot, labdanum, modern rose, olibanum, osmanthus, patchouli, pink peppercorn, rum, saffron, sandalwood",sensual,summer,day,Jovoy Paris,romantic,casual,hot
Sans Un Mot Extrait de Parfum,Jovoy Paris,https://static.luckyscent.com/images/products/61613.jpg?width=400&404=product.png,women,"blackcurrant, iris, italian mandarin, modern rose, musk, pink peppercorn, powdery musk, soft woods, vanilla, violet, ylangylang",sensual,summer,night,Jovoy Paris,romantic,date,cold
Vanilla Flash Eau de Parfum,Tauerville,https://static.luckyscent.com/images/products/69201.jpg?width=400&404=product.png,men,"patchouli, rose, spices, tobacco, vanilla bourbon",sensual,summer,night,Tauerville,romantic,casual,cold
Miss Marisa Tropical perfume oil,Ebba,https://static.luckyscent.com/images/products/15006.jpg?width=400&404=product.png,women,"casis, coconut, ginger, mango, peach, waterlilly",energetic,summer,day,Ebba,fresh,casual,any
Musc Extrait Extrait de Parfum,Bruno Acampora,https://static.luckyscent.com/images/products/37534.jpg?width=400&404=product.png,women,"amber, cloves, jasmine, musk, patchouli, rose, sandalwood, violet",sensual,summer,night,Bruno Acampora,romantic,date,cold
Precision & Grace Eau de Parfum,The Beautiful Mind Series,https://static.luckyscent.com/images/products/49601.jpg?width=400&404=product.png,unisex,"amber, bergamot, egyptian jasmine, freesia, lemon, mandarin, mimosa, moss, myrrh, osmanthus, pink pepper, plum, rose, sandalwood, violet, williams pear",sensual,summer,day,The Beautiful Mind Series,romantic,date,cold
Fauna Parfum,Regime des Fleurs,https://static.luckyscent.com/images/products/65106.jpg?width=400&404=product.png,women,"castoreum and ghostly notes of nightblooms and albino musk, coffee blossom, grains and nuts, laotian and indian agarwoods, petitgrain bergamot, saffron, sumac",sensual,winter,day,Regime des Fleurs,romantic,date,hot
Freeworld Parfum,Regime des Fleurs,https://static.luckyscent.com/images/products/65107.jpg?width=400&404=product.png,women,"and aldehydes, citruses, coriander, geranium, neroli, nutmeg, sandalwood, vanilla",sensual,spring,day,Regime des Fleurs,romantic,casual,cold
Room 237 Eau de Parfum,Bruno Fazzolari,https://static.luckyscent.com/images/products/69303.jpg?width=400&404=product.png,women,"angelica, costus, estragon, flea bane, olibanum, oppoponax",sensual,summer,day,Bruno Fazzolari,romantic,casual,any
Monserrat Eau de Parfum,Bruno Fazzolari,https://static.luckyscent.com/images/products/69305.jpg?width=400&404=product.png,women,"carrot seed, green leaves, jasmine, musk, osmanthus, pink grapefruit, setting plaster",sensual,spring,day,Bruno Fazzolari,romantic,date,hot
Sunshine Woman Eau de Parfum,Amouage,https://static.luckyscent.com/images/products/41862.jpg?width=400&404=product.png,women,"almond, blackcurrant liqueur, blond tobacco, cade, davana, jasmine, magnolia, osmanthus, papyrus, patchouli, vanilla",sensual,summer,night,Amouage,romantic,casual,cold
Lampblack Eau de Parfum,Bruno Fazzolari,https://static.luckyscent.com/images/products/69300.jpg?width=400&404=product.png,women,"benzoin, bitter grapefruit, black pepper, nagamotha, shadow, sweet orange, vetiver",energetic,summer,day,Bruno Fazzolari,fresh,work,hot
Five Eau de Parfum,Bruno Fazzolari,https://static.luckyscent.com/images/products/69302.jpg?width=400&404=product.png,women,"bergamot, lemon, mineral  saltwater notes, neroli, petitgrain, red mandarin, rosemary, sweet woods",energetic,summer,day,Bruno Fazzolari,fresh,casual,hot
Tempted Muse Eau de Parfum,April Aromatics,https://static.luckyscent.com/images/products/65812.jpg?width=400&404=product.png,women,"anis fruit accord, frangipani, jasmine, pink grapefruit, rose otto, sandalwood, tonka bean, tuberose, vanilla, ylang ylang",sensual,summer,night,April Aromatics,romantic,casual,cold
La Religieuse Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36152.jpg?width=400&404=product.png,women,"civet, incense, jasmine",sensual,summer,night,Serge Lutens,romantic,date,any
Rose Flash Parfum Extrait,Tauerville,https://static.luckyscent.com/images/products/69200.jpg?width=400&404=product.png,men,,sensual,fall,night,Tauerville,romantic,casual,any
Bal D'Afrique Roll-on Oil Perfume Oil,BYREDO,https://static.luckyscent.com/images/products/64166.jpg?width=400&404=product.png,women,"african marigold, bergamot, black amber, bucchu, cyclamen, jasmin petals, lemon, moroccan cedarwood, musk, neroli, vetiver, violet",sensual,fall,day,BYREDO,romantic,date,cold
Gypsy Water Hair Perfume,BYREDO,https://static.luckyscent.com/images/products/64168.jpg?width=400&404=product.png,women,"amber, bergamot, incense, juniper berries, lemon, orris, pepper, pine needles, sandalwood, vanilla",sensual,fall,day,BYREDO,romantic,date,cold
Blanche Hair Perfume,BYREDO,https://static.luckyscent.com/images/products/64169.jpg?width=400&404=product.png,women,"aldehyde, blonde woods, musk, neroli, peony, pink pepper, sandalwood, violet, white rose",sensual,summer,night,BYREDO,romantic,date,any
Bal d'Afrique Hair Perfume,BYREDO,https://static.luckyscent.com/images/products/64170.jpg?width=400&404=product.png,women,"african marigold, bergamot, black amber, bucchu, cyclamen, jasmin petals, lemon, moroccan cedarwood, musk, neroli, vetiver, violet",sensual,fall,day,BYREDO,romantic,date,cold
Laudano Nero Extrait de Parfum,Tiziana Terenzi,https://static.luckyscent.com/images/products/62006.jpg?width=400&404=product.png,unisex,"agarwood, amber, ash, black locust honey, camphor, cashmere musk, cedar, cognac, incense, iris, laurel, myrtle, oak, red rose, rosemary, sandalwood, slate, tobacco, vanilla and labdanum, vetiver, wormwood",sensual,summer,night,Tiziana Terenzi,romantic,date,cold
Kedu Eau de Parfum,MEMO,https://static.luckyscent.com/images/products/69111.jpg?width=400&404=product.png,women,"freesia, grapefruit, mandarin, mat absolute, moss, musk, neroli, peony, rose, sesame absolute",sensual,summer,night,MEMO,romantic,date,hot
"Silk, Lace & Chocolate Eau de Parfum",4160 Tuesdays,https://static.luckyscent.com/images/products/64614.jpg?width=400&404=product.png,unisex,"bergamot, cocoa absolute, strawberry",cozy,fall,day,4160 Tuesdays,warm,casual,hot
Lalibela Eau de Parfum,MEMO,https://static.luckyscent.com/images/products/69101.jpg?width=400&404=product.png,unisex,"coconut orchid, frankincense, jasmine, labdanum resin, patchouli, rockrose, rose, tobacco, vanilla",sensual,summer,night,MEMO,romantic,date,cold
Shams Oud,MEMO,https://static.luckyscent.com/images/products/69103.jpg?width=400&404=product.png,unisex,"cashmeran, cypriol heart, ginger, labdanum absolute, oud, pepper, rose, saffron, styrax absolute, tolu balsam absolute, tonka bean",sensual,summer,night,MEMO,romantic,date,cold
Granada Eau de Parfum,MEMO,https://static.luckyscent.com/images/products/69104.jpg?width=400&404=product.png,unisex,"amber wood accord, hliotrope, jasmine, musk, oil of bergamot, orange blossom, pomegranate",sensual,summer,day,MEMO,romantic,date,cold
Moon Fever,MEMO,https://static.luckyscent.com/images/products/69106.jpg?width=400&404=product.png,men,"bitter orange, clary sage, grapefruit, leather, neroli blossom absolute, primofiore lemon, tonka bean absolute, verbena, vetiver",sensual,fall,night,MEMO,romantic,date,cold
Luxor Oud,MEMO,https://static.luckyscent.com/images/products/69107.jpg?width=400&404=product.png,unisex,"cypriol heart, mandarin, oud, patchouli, red berries, rockrose absolute, rose, styrax resin, tonka bean",energetic,summer,night,MEMO,fresh,date,cold
